x0,x1,y0,y1
1.071513168,5.40964246,99.22726615,102.0798841
3.83801348,0.005822382,101.8107715,102.3705241
5.40964246,8.552900415,102.0798841,102.811872
10.33981948,9.00500797,97.957053,99.6255593
11.3719727,15.42140279,129.6842841,131.9221251
11.79303567,13.69836752,99.91619925,102.8011124
12.32050124,8.17613465,101.9829987,99.819322
22.24544556,31.21233601,96.46077395,98.47375085
25.22722783,20.78146162,100.1960796,101.5308912
25.94077414,25.27094848,112.1012429,110.3962188
26.13145106,21.81485727,105.0078439,103.0594572
27.29989836,26.60019747,147.5636253,145.6152306
27.57390761,25.22722783,98.9796809,100.1960796
27.67079302,28.4458357,93.94185885,95.44890565
28.4458357,28.39201318,95.44890565,97.2788795
29.04865118,27.48778995,119.9921376,116.9888199
30.23275476,26.13145106,104.5665041,105.0078439
30.56645764,28.49965822,92.21953005,89.79750035
31.10469097,30.56645764,92.4455879,92.21953005
31.21233601,31.48144861,98.47375085,99.2918564
31.48144861,31.23386339,99.2918564,106.0304799
33.28499841,31.90713213,149.4366621,147.4990351
33.46213038,34.23718117,91.73512735,90.92778145
34.23718117,34.92611431,90.92778145,89.30232995
34.47399864,31.10469097,93.1022259,92.4455879
34.92611431,35.67963773,89.30232995,88.4734566
34.9476417,32.77319724,74.74861635,78.9145103
35.25981719,37.8110193,91.1645989,92.87616805
35.42496333,34.42021672,125.2085939,124.3865337
35.6258152,34.9476417,74.1135057,74.74861635
35.63657484,34.47399864,93.6942736,93.1022259
35.65811034,33.35448533,81.29348525,79.5388532
36.13174528,39.03818577,122.3818803,124.4702071
36.46025105,35.97310364,157.7371212,154.2281251
36.72380113,40.0931088,87.46158835,90.8954863
37.00068503,40.10626397,155.0654112,157.0444527
37.08431782,31.81701108,84.6229782,82.93318005
37.28356184,39.89935422,102.704227,101.5739459
37.62484924,37.45738877,142.3234166,139.8420019
37.79981304,35.42496333,125.4369499,125.2085939
38.24900534,37.62484924,143.1454769,142.3234166
39.03818577,45.45387411,124.4702071,126.3862986
39.89935422,45.24406535,101.5739459,91.62575265
40.74564596,43.51630396,151.1529979,151.5335803
41.02728034,37.84558817,173.5085734,169.6951162
41.39253939,38.42397726,82.15678935,80.9389127
41.77312991,43.81306679,109.8025064,107.6407786
41.8369731,39.92088161,131.5102383,130.6275425
42.20297111,41.8369731,134.6534963,131.5102383
43.49337173,51.05940685,74.10359875,78.50316755
43.81306679,46.49238566,107.6407786,105.9053109
43.98051914,41.39253939,84.5011954,82.15678935
44.37789468,42.17653896,178.1780831,175.5945859
44.41448555,45.79982267,153.3451694,152.5839965
44.7218862,42.26756138,111.251305,110.4547268
45.15246637,42.74119632,118.1406364,116.0953644
45.45387411,47.1977384,126.3862986,128.6683881
45.45719538,41.0271829,79.67537465,80.1929657
46.20314239,46.5761159,76.50890025,78.7315235
46.5761159,47.23072378,78.7315235,79.30240115
46.93938543,40.82510483,104.3404462,100.7235452
47.0024653,45.43445805,154.2585688,153.603969
47.23072378,48.18979271,79.30240115,79.50791415
47.65032506,44.37789468,179.604388,178.1780831
47.67137334,44.7218862,112.8444614,111.251305
48.01482891,47.35260402,166.8026673,165.4021124
48.42575752,49.0955913,99.84639565,103.4238961
48.46305487,48.72140785,148.231023,146.0781059
48.72140785,47.90329416,146.0781059,144.3773045
49.12603497,50.38958115,74.97133665,76.75247395
49.52288268,47.67137334,116.2030094,112.8444614
50.10417075,46.93938543,107.3114689,104.3404462
50.38958115,50.1003298,76.75247395,77.9398988
50.43525075,51.0746327,73.75346,76.63069115
50.9438037,50.10417075,107.634404,107.3114689
51.05940685,53.17546505,78.50316755,79.31001
51.0746327,52.58175265,76.63069115,78.3357071
51.33133725,53.16131105,129.5510839,129.6802645
51.5008847,49.9633211,90.7123452,89.0682166
51.77491015,53.14501325,68.66884775,69.3538993
54.038217,53.20727295,130.0155103,129.5827213
54.5516829,53.2786195,127.5269495,127.0250715
54.6120018,53.26473345,70.11499915,69.4223387
55.2500114,54.038217,132.0582487,130.0155103
55.2983851,54.5516829,128.7632921,127.5269495
55.42313185,55.2500114,133.7547625,132.0582487
55.5554388,56.85298545,102.7389826,100.4254425
56.28990345,56.3755907,112.3971124,107.2559005
56.3755907,56.865223,107.2559005,105.9461163
56.6081693,56.28990345,113.2172562,112.3971124
56.76729815,58.6462872,89.4452828,89.4942493
56.85298545,58.24233405,90.7367066,91.5568504
56.865223,58.00364075,105.9461163,105.1871765
57.3270589,53.48410005,65.27018455,66.64805085
58.24233405,62.54504185,91.5568504,92.5361312
58.60053645,67.2093788,78.883685,78.0159552
58.6462872,59.5949619,89.4942493,90.9019583
59.09308395,58.8482678,117.6852076,116.2774986
59.61944515,58.2974234,124.6135985,124.2830951
60.06125595,57.3270589,65.9645016,65.27018455
60.6937599,54.6120018,71.23391965,70.11499915
60.96595015,61.33318245,132.5824742,136.095628
61.41886975,63.02243655,112.8010574,113.8905087
61.8279063,64.0809651,66.72779395,68.69922645
62.14859205,63.72392395,94.8561596,95.8429031
62.2195569,61.5629189,63.67164435,62.27225065
62.22649175,65.0395874,94.51858325,92.6749264
62.3981424,59.61944515,126.2783693,124.6135985
62.42262565,64.8340987,129.1794828,130.2934092
62.53691325,62.3323828,136.9271486,136.2166881
62.54504185,63.5243145,92.5361312,92.49328755
62.710862,60.6937599,70.22156415,71.23391965
63.02243655,64.47911205,113.8905087,119.8396188
63.3039816,61.12508715,105.1871765,105.8971498
63.5243145,64.27101675,92.49328755,91.9363203
63.98707615,62.88269125,160.4238297,158.7510115
63.98947165,63.3039816,104.5384072,105.1871765
64.06547935,67.37020485,143.8272396,143.0199018
64.08701485,62.53691325,138.4449551,136.9271486
64.7016781,63.98707615,160.310143,160.4238297
64.8340987,66.05819565,130.2934092,130.1342803
65.16076115,63.46424735,104.8274962,106.0652599
65.2870183,64.82186115,128.6653592,128.0777939
65.5156422,62.460191,90.72740055,87.1526042
65.7327107,66.40253635,74.40800295,74.55262865
65.93977475,65.16076115,102.9319008,104.8274962
65.9871577,64.99681685,67.64915135,66.00217245
66.05819565,70.9790666,130.1342803,132.2274876
66.0696049,64.7539496,99.42635585,98.57809895
66.40253635,67.6356389,74.55262865,74.4308377
67.5372593,65.9871577,68.40267475,67.64915135
67.6356389,66.50910135,74.4308377,71.9341971
67.6709061,65.5156422,92.33735815,90.72740055
68.10369505,65.12614355,108.1685852,105.217003
68.24771985,68.54912755,89.84571165,86.8208665
68.2692472,67.5372593,69.4253108,68.40267475
68.54912755,70.58363185,86.8208665,84.1835467
68.76191655,67.6575317,138.531024,136.3709771
68.8394265,66.0696049,102.4558378,99.42635585
69.049487,67.7146755,189.5659313,187.2407871
69.18565115,69.44531965,102.5250893,98.5261604
70.08288265,69.049487,189.9749922,189.5659313
70.5565257,70.08288265,191.2667376,189.9749922
71.4069264,72.1281547,146.4537998,145.5818717
72.0635644,73.79666095,155.1946324,156.0450412
72.1112722,74.5954479,85.49937255,87.1439559
72.1281547,73.83972385,145.5818717,146.1739194
72.1341557,70.32256665,69.8105381,70.00844225
72.336315,72.1112722,82.9719147,85.49937255
73.20188475,71.40150195,88.13935585,94.26757115
73.75544955,69.94198425,78.41176345,75.6030448
73.79666095,74.90541465,156.0450412,155.5929255
74.0155159,71.70445255,93.497214,94.6311087
74.25782285,76.792516,57.86015195,57.1370397
74.5954479,77.3739178,87.1439559,86.37359875
74.90541465,76.32633565,155.5929255,155.9481558
75.30521005,75.5129481,91.35060655,91.74011335
75.3980596,73.6476015,127.2086837,125.2623677
75.4544076,77.06909135,181.5355593,182.0630248
75.5129481,74.58679145,91.74011335,94.35412735
76.2313667,74.77721665,124.6143699,124.7009261
76.31612825,72.9621033,120.8188996,119.3010201
76.54721265,73.68383505,72.8269136,71.09381705
76.73339895,74.0155159,92.64896525,93.497214
76.99306745,76.2313667,125.4799316,124.6143699
77.06909135,78.01637745,182.0630248,184.8941073
77.1117969,74.0515546,130.7463288,129.0570747
77.1402186,79.41665625,108.7398608,108.1772416
77.15027175,73.75544955,80.17006595,78.41176345
77.20385065,76.5579723,70.65246915,70.9754124
77.2948893,74.4176663,90.56004565,89.15949075
77.4623498,72.1341557,72.38329195,69.8105381
78.0792543,78.1366742,147.3200273,146.3783362
78.0865465,77.20385065,70.86776735,70.65246915
78.1366742,80.57129875,146.3783362,147.1937051
78.58071,77.1117969,131.9459425,130.7463288
78.85082955,78.0865465,71.2983475,70.86776735
78.90095725,77.2948893,90.78839345,90.56004565
79.54795625,77.4623498,72.7029789,72.38329195
79.7310405,82.9449872,81.9767259,84.8265423
80.2332433,82.74264115,133.7086382,136.1445945
80.39016335,77.59137605,58.25168075,57.99332775
80.4655133,78.85082955,71.901163,71.2983475
81.16521415,79.29217745,91.25587305,89.14601885
81.3747631,78.90095725,91.82359185,90.78839345
81.794746,81.19193055,171.0508623,169.9744038
82.6722529,80.39016335,59.64030665,58.25168075
82.73684315,80.4655133,72.10569345,71.901163
82.9449872,82.9521495,84.8265423,90.0613834
82.9732221,86.20058385,88.39831785,88.4592133
83.4795988,82.73684315,72.5793284,72.10569345
83.83105305,85.92572195,127.2110711,124.9779074
84.2167757,87.6076189,146.3784499,142.2017881
84.3299995,86.4398537,59.629547,59.17743135
85.71304665,84.0014856,156.378736,154.4734122
85.92572195,88.2627546,124.9779074,120.9097353
86.4394152,85.8028835,134.9817016,134.186041
86.4398537,89.9275823,59.17743135,59.2420216
86.56903425,92.7694325,68.32732485,65.48547465
86.8865043,85.5794973,129.470204,126.5445829
86.89196935,81.16521415,93.3226725,91.25587305
86.89715025,87.1770306,141.7819757,140.2318741
87.1770306,86.58498285,140.2318741,138.7894176
87.52150125,89.792823,163.1281272,162.2023766
