Id,Label,X,Y,Long axis,Short axis,Orientation,Length,Width
lttbsc3r2_sp118,Lamonte,289.73,70.3,0,0,0,0.75,0.48
lttbsc3r2_sp119,Lamonte,291.89,71.9,0,0,0,3.4,0.36
lttbsc3r2_sp12,connected,285.88,124.86,1.01,0.67,90,5.29,0.61
lttbsc3r2_sp120,Lamonte,292.92,67.29,0,0,0,1.05,0.35
lttbsc3r2_sp121,Lamonte,295.9,64.07,0,0,0,0.97,0.5
lttbsc3r2_sp122,connected,276.9,71.41,0.73,0.73,0,4.27,0.43
lttbsc3r2_sp123,Lamonte,272,85.32,0,0,0,1.67,0.57
lttbsc3r2_sp124,Lamonte,275.49,70.12,0,0,0,13.78,0.49
lttbsc3r2_sp125,Lamonte,278.19,69.48,0,0,0,11.07,0.43
lttbsc3r2_sp126,Lamonte,271.79,73.73,0,0,0,1.44,0.32
lttbsc3r2_sp127,Lamonte,246.58,66.91,0,0,0,14.75,0.44
lttbsc3r2_sp128,Lamonte,254.01,65.48,0,0,0,1.63,0.62
lttbsc3r2_sp129,connected,249.96,70.2,0.82,0.55,108.29,1.21,0.51
lttbsc3r2_sp13,isolated,291.43,125.77,1.11,0.78,90,0,0
lttbsc3r2_sp130,Lamonte,250.24,72.07,0,0,0,1.46,0.48
lttbsc3r2_sp131,Lamonte,247.83,70.58,0,0,0,1.5,0.4
lttbsc3r2_sp132,connected,252.42,70.26,0.97,0.56,0,6.94,0.58
lttbsc3r2_sp133,Lamonte,261.34,73.93,0,0,0,6.77,0.38
lttbsc3r2_sp134,connected,267.76,73.25,0.69,0.57,51.33,3.71,0.29
lttbsc3r2_sp135,Lamonte,265.84,69.76,0,0,0,3.66,0.45
lttbsc3r2_sp136,Lamonte,267.14,65.09,0,0,0,5.56,0.33
lttbsc3r2_sp137,Lamonte,246.69,70.64,0,0,0,3.92,0.31
lttbsc3r2_sp138,Lamonte,243.01,69.29,0,0,0,2.18,0.43
lttbsc3r2_sp139,Lamonte,241.45,65.63,0,0,0,4.21,0.54
lttbsc3r2_sp14,isolated,291.78,130.36,1.44,0.83,90,0,0
lttbsc3r2_sp140,Lamonte,235.21,64.78,0,0,0,1.58,0.69
lttbsc3r2_sp141,isolated,237.35,62.99,0.95,0.56,90,0,0
lttbsc3r2_sp142,Lamonte,227.85,68.2,0,0,0,5.66,0.42
lttbsc3r2_sp143,isolated,220.46,71.72,1.03,0.69,0,0,0
lttbsc3r2_sp144,Lamonte,217.59,75.85,0,0,0,1.83,0.41
lttbsc3r2_sp145,Lamonte,218.55,74.32,0,0,0,1.41,0.3
lttbsc3r2_sp146,Lamonte,218.42,83.72,0,0,0,1.47,0.25
lttbsc3r2_sp147,Lamonte,242.53,57.91,0,0,0,3.7,0.54
lttbsc3r2_sp148,Lamonte,264.56,58.95,0,0,0,9.26,0.82
lttbsc3r2_sp149,Lamonte,276.94,65.84,0,0,0,3.73,0.39
lttbsc3r2_sp15,Lamonte,288.09,120.99,0,0,0,5.83,0.46
lttbsc3r2_sp150,isolated,278.03,65.71,0.57,0.33,0,0,0
lttbsc3r2_sp151,Lamonte,282.56,64.68,0,0,0,2.13,0.58
lttbsc3r2_sp152,connected,288.96,60.06,0.74,0.57,0,2.71,0.5
lttbsc3r2_sp153,connected,290.62,55.81,0.61,0.56,90,1.07,0.42
lttbsc3r2_sp154,connected,292.29,55.11,0.58,0.56,90,0.41,0.41
lttbsc3r2_sp155,connected,284.81,56.71,0.15,0.14,90,2.95,0.37
lttbsc3r2_sp156,connected,282.39,56.17,0.18,0.16,0,1.44,0.35
lttbsc3r2_sp157,isolated,259.96,55.03,0.53,0.52,0,0,0
lttbsc3r2_sp158,Lamonte,281.82,83.75,0,0,0,8.56,0.72
lttbsc3r2_sp159,Lamonte,284.55,88.06,0,0,0,1.94,0.64
lttbsc3r2_sp16,connected,284.04,119.79,0.57,0.48,90,0.89,0.44
lttbsc3r2_sp160,Lamonte,279.06,90.51,0,0,0,1.45,0.4
lttbsc3r2_sp161,Lamonte,266.56,58.34,0,0,0,5.95,0.43
lttbsc3r2_sp162,Lamonte,242.48,79.52,0,0,0,3.92,0.42
lttbsc3r2_sp163,Lamonte,244.17,76.35,0,0,0,3.28,0.27
lttbsc3r2_sp17,Lamonte,287.22,116.7,0,0,0,0.83,0.68
lttbsc3r2_sp18,Lamonte,290.88,121.59,0,0,0,2.93,0.33
lttbsc3r2_sp19,connected,288.98,125.41,0.53,0.35,90,4.63,0.5
lttbsc3r2_sp2,connected,230.25,116.36,0.59,0.59,0,5.61,0.43
lttbsc3r2_sp20,Lamonte,296.45,113.22,0,0,0,4,0.4
lttbsc3r2_sp22,Lamonte,280.03,116.17,0,0,0,6.92,0.47
lttbsc3r2_sp23,Lamonte,272.4,119.99,0,0,0,1.79,0.58
lttbsc3r2_sp24,isolated,270.43,115.45,0.59,0.41,24.58,0,0
lttbsc3r2_sp25,Lamonte,269.21,122.57,0,0,0,1.79,0.3
lttbsc3r2_sp26,Lamonte,267.34,117.85,0,0,0,1.48,0.5
lttbsc3r2_sp27,Lamonte,265.18,118.05,0,0,0,2.83,0.25
lttbsc3r2_sp28,Lamonte,261.19,119.9,0,0,0,1.46,0.56
lttbsc3r2_sp29,isolated,261.75,121.94,1,0.37,90,0,0
lttbsc3r2_sp3,Lamonte,237.55,122.79,0,0,0,8.66,0.46
lttbsc3r2_sp30,isolated,258.26,120.84,0.56,0.52,0,0,0
lttbsc3r2_sp31,isolated,255.61,120.28,0.72,0.36,90,0,0
lttbsc3r2_sp32,isolated,252.57,120.46,0.59,0.46,90,0,0
lttbsc3r2_sp33,isolated,250.23,119.75,0.78,0.56,0,0,0
lttbsc3r2_sp34,connected,248.22,120.53,0.56,0.53,90,0.9,0.36
lttbsc3r2_sp35,isolated,242.75,122.96,0.63,0.44,0,0,0
lttbsc3r2_sp36,connected,243.3,122.62,0.62,0.38,0,1.17,0.3
lttbsc3r2_sp37,Lamonte,245.8,124.22,0,0,0,2.03,0.5
lttbsc3r2_sp38,Lamonte,234.2,112.36,0,0,0,5.55,0.61
lttbsc3r2_sp39,Lamonte,243.24,113.87,0,0,0,2.01,0.57
lttbsc3r2_sp4,connected,236.43,116.07,0.8,0.59,24.99,4.27,0.25
lttbsc3r2_sp40,Lamonte,240.33,109.82,0,0,0,5.77,0.54
lttbsc3r2_sp41,connected,244.04,110.68,0.69,0.62,0,3.58,0.45
lttbsc3r2_sp42,Lamonte,245.41,107.89,0,0,0,1.16,0.31
lttbsc3r2_sp43,Lamonte,250.12,108.5,0,0,0,2.07,0.53
lttbsc3r2_sp44,Lamonte,247.53,106.75,0,0,0,1.37,0.61
lttbsc3r2_sp45,Lamonte,246.85,106.49,0,0,0,1.49,0.37
lttbsc3r2_sp46,Lamonte,259.57,108.5,0,0,0,2.76,0.38
lttbsc3r2_sp47,Lamonte,256.58,107.93,0,0,0,3.34,0.26
lttbsc3r2_sp48,Lamonte,259.7,107.33,0,0,0,0.8,0.26
lttbsc3r2_sp49,isolated,257.21,114.85,0.76,0.43,90,0,0
lttbsc3r2_sp5,isolated,246.62,125.7,0.94,0.53,90,0,0
lttbsc3r2_sp50,isolated,253.8,113.89,0.59,0.58,0,0,0
lttbsc3r2_sp51,Lamonte,254.77,113.6,0,0,0,0.94,0.52
lttbsc3r2_sp52,Lamonte,256.89,113.08,0,0,0,6.11,0.34
lttbsc3r2_sp53,Lamonte,273.43,108.95,0,0,0,3.74,0.53
lttbsc3r2_sp54,connected,251.24,100.88,0.75,0.56,0,1.67,0.36
lttbsc3r2_sp55,isolated,248.67,101.13,0.96,0.62,90,0,0
lttbsc3r2_sp56,Lamonte,234.27,110.47,0,0,0,4.43,0.58
lttbsc3r2_sp57,Lamonte,231.34,102.18,0,0,0,5.07,0.56
lttbsc3r2_sp58,Lamonte,228.02,96.82,0,0,0,4.56,0.68
lttbsc3r2_sp59,Lamonte,229.5,125.3,0,0,0,3.22,0.51
lttbsc3r2_sp6,connected,254.82,130.51,0.73,0.47,0,4.15,0.39
lttbsc3r2_sp60,Lamonte,220.39,96.2,0,0,0,4.32,0.56
lttbsc3r2_sp61,Lamonte,217.27,96.49,0,0,0,1.09,0.55
lttbsc3r2_sp62,Lamonte,218.65,93.38,0,0,0,4.06,0.58
lttbsc3r2_sp63,Lamonte,220.08,92.67,0,0,0,4.08,0.57
lttbsc3r2_sp64,isolated,231.21,94.2,0.83,0.62,0,0,0
lttbsc3r2_sp65,Lamonte,228.65,96.32,0,0,0,2.71,0.53
lttbsc3r2_sp66,isolated,234.81,97.42,0.71,0.49,147.77,0,0
lttbsc3r2_sp67,isolated,235.83,95.45,0.49,0.43,90,0,0
lttbsc3r2_sp68,Lamonte,234.97,92.97,0,0,0,3.07,0.68
lttbsc3r2_sp69,Lamonte,233.86,90.69,0,0,0,2.44,0.36
lttbsc3r2_sp7,Lamonte,263.12,134.85,0,0,0,3.12,0.46
lttbsc3r2_sp70,connected,237.21,92.15,0.6,0.53,0,2.71,0.63
lttbsc3r2_sp71,isolated,239.05,89.84,0.86,0.56,90,0,0
lttbsc3r2_sp72,isolated,238.54,99.04,0.88,0.57,90,0,0
lttbsc3r2_sp73,Lamonte,235.05,100.68,0,0,0,4.14,0.61
lttbsc3r2_sp74,Lamonte,233.67,94.24,0,0,0,1.12,0.55
lttbsc3r2_sp75,Lamonte,233.7,95.96,0,0,0,1.1,0.32
lttbsc3r2_sp76,Lamonte,242.35,98.14,0,0,0,0.95,0.74
lttbsc3r2_sp77,isolated,241.33,94.87,0.73,0.59,0,0,0
lttbsc3r2_sp78,connected,243.61,94.59,0.18,0.15,90,3.62,0.67
lttbsc3r2_sp79,connected,246.26,103.18,1.12,0.75,56.02,6.15,0.5
lttbsc3r2_sp8,isolated,272.02,134.59,1.07,0.79,0,0,0
lttbsc3r2_sp80,Lamonte,240.69,102.88,0,0,0,1.11,0.44
lttbsc3r2_sp81,Lamonte,247.81,93.41,0,0,0,2.71,0.62
lttbsc3r2_sp82,Lamonte,244.02,90.92,0,0,0,3.93,0.5
lttbsc3r2_sp83,Lamonte,247.24,91.15,0,0,0,1.17,0.59
lttbsc3r2_sp84,Lamonte,249.21,93,0,0,0,1.44,0.27
lttbsc3r2_sp85,Lamonte,252,99.28,0,0,0,0.67,0.46
lttbsc3r2_sp86,isolated,252.92,97.12,0.7,0.55,0,0,0
lttbsc3r2_sp87,connected,260.69,99.16,0.54,0.47,90,4.86,0.34
lttbsc3r2_sp88,connected,254.7,96.91,0.42,0.26,90,2.26,0.33
lttbsc3r2_sp89,Lamonte,260.01,106.42,0,0,0,2.09,0.46
lttbsc3r2_sp9,Lamonte,272.34,125.41,0,0,0,4.84,0.49
lttbsc3r2_sp90,Lamonte,278.97,102.82,0,0,0,8.72,0.38
lttbsc3r2_sp91,Lamonte,290.08,97.75,0,0,0,1.27,0.68
lttbsc3r2_sp92,Lamonte,289.58,95.45,0,0,0,1.19,0.7
lttbsc3r2_sp93,Lamonte,296.75,96.49,0,0,0,1.03,0.39
lttbsc3r2_sp94,Lamonte,277.84,90.04,0,0,0,8.44,0.62
lttbsc3r2_sp95,connected,270.5,90.03,0.53,0.48,90,1.35,0.37
lttbsc3r2_sp96,Lamonte,265.62,94.23,0,0,0,2.38,0.36
lttbsc3r2_sp97,connected,254.33,85.87,0.81,0.54,90,1.48,0.53
lttbsc3r2_sp98,Lamonte,258.54,82.11,0,0,0,4.48,0.65
lttbsc3r2_sp99,Lamonte,235.57,86.87,0,0,0,2.22,0.62
lttbsc3r3_sp1,Lamonte,225.52,45.47,0,0,0,5.11,0.28
lttbsc3r3_sp10,isolated,245.24,43.18,0.75,0.55,0,0,0
lttbsc3r3_sp11,Lamonte,251.37,47.81,0,0,0,6.63,0.52
lttbsc3r3_sp12,connected,246.94,47.72,0.43,0.35,90,0.83,0.3
lttbsc3r3_sp13,connected,247.93,52.33,0.54,0.42,0,2.92,0.5
lttbsc3r3_sp14,connected,244.74,48.79,0.79,0.51,90,2.11,0.39
lttbsc3r3_sp15,Lamonte,248.83,50.57,0,0,0,1.51,0.4
lttbsc3r3_sp16,Lamonte,253.33,50.1,0,0,0,1.48,0.64
lttbsc3r3_sp17,isolated,255.02,49.76,0.56,0.55,90,0,0
lttbsc3r3_sp18,Lamonte,249.25,49.47,0,0,0,1.53,0.37
lttbsc3r3_sp19,Lamonte,255.01,48.66,0,0,0,8.85,0.29
lttbsc3r3_sp2,Lamonte,225.51,48.31,0,0,0,1.29,0.27
lttbsc3r3_sp20,Lamonte,254.79,45.45,0,0,0,1.3,0.48
lttbsc3r3_sp21,Lamonte,252.15,46.11,0,0,0,1.86,0.47
lttbsc3r3_sp22,Lamonte,257.92,41.44,0,0,0,5.91,0.38
lttbsc3r3_sp23,Lamonte,258.22,42.84,0,0,0,4.39,0.38
lttbsc3r3_sp24,Lamonte,264.9,49.63,0,0,0,7.62,0.49
lttbsc3r3_sp25,Lamonte,278.76,49.53,0,0,0,3.33,0.7
lttbsc3r3_sp26,Lamonte,277.17,42.82,0,0,0,6.21,0.37
lttbsc3r3_sp27,connected,275.45,38.43,0.75,0.62,90,2.29,0.42
lttbsc3r3_sp28,Lamonte,279.39,41.62,0,0,0,4.08,0.37
lttbsc3r3_sp29,Lamonte,275.18,39.75,0,0,0,2.45,0.26
lttbsc3r3_sp3,Lamonte,237.06,51.77,0,0,0,7.06,0.76
lttbsc3r3_sp30,Lamonte,283.47,46.52,0,0,0,1.28,0.23
lttbsc3r3_sp31,connected,281.46,46.39,0.49,0.49,0,1.3,0.37
lttbsc3r3_sp32,connected,277.6,37.2,0.61,0.29,0,1.32,0.31
lttbsc3r3_sp33,Lamonte,284.62,36.87,0,0,0,4.43,0.51
lttbsc3r3_sp34,Lamonte,286.79,35.69,0,0,0,5.15,0.56
lttbsc3r3_sp36,Lamonte,291.93,38.12,0,0,0,4.96,0.36
lttbsc3r3_sp37,Lamonte,289.85,27.74,0,0,0,5.31,0.87
lttbsc3r3_sp38,isolated,296.67,31.77,0.7,0.45,46.2,0,0
lttbsc3r3_sp39,isolated,294.46,30.14,0.61,0.52,90,0,0
lttbsc3r3_sp4,connected,236.88,51.12,1.02,0.94,90,2.13,0.39
lttbsc3r3_sp40,Lamonte,286.8,33.12,0,0,0,1.32,0.51
lttbsc3r3_sp41,Lamonte,282.14,38.04,0,0,0,2.37,0.69
lttbsc3r3_sp42,connected,273.36,34.32,0.65,0.6,90,3.25,0.39
lttbsc3r3_sp43,connected,265.5,39.78,0.93,0.7,90,3.47,0.38
lttbsc3r3_sp44,isolated,269.62,40.6,0.91,0.49,90,0,0
lttbsc3r3_sp45,Lamonte,267,36.5,0,0,0,1.88,0.56
lttbsc3r3_sp46,Lamonte,264.42,32.64,0,0,0,1.39,0.41
lttbsc3r3_sp47,connected,261.94,38.98,0.5,0.38,0,0.98,0.4
lttbsc3r3_sp48,connected,231.04,42.66,0.35,0.34,90,4.53,0.71
lttbsc3r3_sp49,Lamonte,228.62,42.66,0,0,0,5.94,0.7
lttbsc3r3_sp5,Lamonte,237.3,49.23,0,0,0,3.03,0.44
lttbsc3r3_sp50,Lamonte,237.51,38.42,0,0,0,2.24,0.37
lttbsc3r3_sp51,isolated,243.87,40.38,0.76,0.68,0,0,0
lttbsc3r3_sp52,Lamonte,244.86,29.58,0,0,0,8.62,0.72
lttbsc3r3_sp53,Lamonte,240.46,23.78,0,0,0,5.19,0.82
lttbsc3r3_sp54,Lamonte,291.12,14.32,0,0,0,7.61,0.8
lttbsc3r3_sp55,Lamonte,237.18,27.87,0,0,0,7.67,0.59
lttbsc3r3_sp56,isolated,254.9,23.43,0.83,0.78,0,0,0
lttbsc3r3_sp57,connected,291.56,3.79,1.07,0.77,90,6.36,0.38
lttbsc3r3_sp58,connected,279.56,3.29,0.8,0.7,0,3.6,0.59
lttbsc3r3_sp59,connected,282.33,11.54,0.35,0.31,90,1.68,0.37
lttbsc3r3_sp6,connected,238.49,48.58,0.39,0.3,0,2.24,0.3
lttbsc3r3_sp60,Lamonte,271.98,24.22,0,0,0,4.95,0.66
lttbsc3r3_sp61,isolated,267.28,21.48,0,0,0,0,0
lttbsc3r3_sp62,isolated,269.41,35.97,1.14,0.96,0,0,0
lttbsc3r3_sp63,Lamonte,273.13,16.48,0,0,0,2.46,0.76
lttbsc3r3_sp64,Lamonte,288.14,51.18,0,0,0,2.99,0.74
lttbsc3r3_sp65,isolated,248.55,51.35,0.44,0.42,90,0,0
lttbsc3r3_sp7,Lamonte,239.4,49.81,0,0,0,1.26,0.44
lttbsc3r3_sp8,Lamonte,243.2,51.47,0,0,0,2.64,0.65
lttbsc3r3_sp9,connected,239.88,44.15,0.64,0.64,90,1.67,0.42
lttbsc4r0_sp1,Lamonte,310.59,231.63,0,0,0,15.96,0.59
lttbsc4r0_sp10,Lamonte,314.9,217.58,0,0,0,1.75,0.6
lttbsc4r0_sp11,Lamonte,313.49,219.15,0,0,0,2.59,0.36
lttbsc4r0_sp12,Lamonte,313.75,228.2,0,0,0,2.65,0.33
lttbsc4r0_sp13,Lamonte,321.51,218.34,0,0,0,3.2,0.34
lttbsc4r0_sp2,Lamonte,303.32,231.57,0,0,0,8.3,0.59
lttbsc4r0_sp3,Lamonte,302.33,237.67,0,0,0,1.7,0.46
lttbsc4r0_sp4,Lamonte,302.7,225.87,0,0,0,5.38,0.48
lttbsc4r0_sp5,Lamonte,306.36,224.06,0,0,0,3.7,0.7
lttbsc4r0_sp6,Lamonte,310.42,219.58,0,0,0,1.42,0.46
lttbsc4r0_sp7,isolated,308.31,217.75,0.64,0.52,90,0,0
lttbsc4r0_sp8,connected,310.29,220.16,0.71,0.7,90,0.71,0.31
lttbsc4r0_sp9,Lamonte,306.64,220.62,0,0,0,1.22,0.75
lttbsc4r1_sp1,Lamonte,300.19,216.24,0,0,0,3,0.65
lttbsc4r1_sp10,Lamonte,321.76,201.95,0,0,0,3.39,0.34
lttbsc4r1_sp11,Lamonte,322.02,198.81,0,0,0,4.47,0.65
lttbsc4r1_sp12,Lamonte,298.98,207.76,0,0,0,2.72,0.68
lttbsc4r1_sp13,connected,303.65,201.01,1.09,0.66,90,1.36,0.41
lttbsc4r1_sp14,connected,307.7,193.76,0.26,0.23,90,10.05,0.95
lttbsc4r1_sp15,Lamonte,323.85,192.66,0,0,0,3.16,0.61
lttbsc4r1_sp16,connected,333.3,191.06,0.83,0.77,0,3.47,0.6
lttbsc4r1_sp17,connected,325.34,185.98,0.76,0.76,0,3.69,0.55
lttbsc4r1_sp18,Lamonte,339.03,192.29,0,0,0,2.14,0.52
lttbsc4r1_sp19,isolated,343.62,191.67,0.83,0.72,90,0,0
lttbsc4r1_sp2,Lamonte,300.62,213.18,0,0,0,1.42,0.5
lttbsc4r1_sp20,Lamonte,326.53,188.73,0,0,0,3.55,0.48
lttbsc4r1_sp21,Lamonte,305.91,189.6,0,0,0,2.16,0.64
lttbsc4r1_sp22,Lamonte,300.58,187.74,0,0,0,3.35,0.55
lttbsc4r1_sp23,Lamonte,314.57,187.15,0,0,0,1.9,0.37
lttbsc4r1_sp24,Lamonte,297.96,179.27,0,0,0,3.35,0.55
lttbsc4r1_sp25,Lamonte,303.24,182.39,0,0,0,1.51,0.59
lttbsc4r1_sp26,isolated,308.39,181.36,0.68,0.64,90,0,0
lttbsc4r1_sp27,Lamonte,337.04,179.07,0,0,0,1.61,0.53
lttbsc4r1_sp28,Lamonte,301.37,165.37,0,0,0,6.7,0.77
lttbsc4r1_sp29,isolated,309.73,172.5,1.59,1.28,90,0,0
lttbsc4r1_sp3,Lamonte,302.73,209.72,0,0,0,1.78,0.38
lttbsc4r1_sp30,Lamonte,310.86,169.64,0,0,0,2.78,0.52
lttbsc4r1_sp31,Lamonte,310.62,161.6,0,0,0,3.03,0.8
lttbsc4r1_sp32,Lamonte,321.58,175.94,0,0,0,1.75,0.41
lttbsc4r1_sp33,connected,317.98,166.98,0.73,0.64,0,7.7,0.52
lttbsc4r1_sp34,Lamonte,329.34,171.77,0,0,0,4.23,0.43
lttbsc4r1_sp35,Lamonte,326.09,168.06,0,0,0,11.25,0.76
lttbsc4r1_sp36,isolated,328.82,172.27,0.62,0.58,0,0,0
lttbsc4r1_sp37,Lamonte,334.24,169.12,0,0,0,5.86,0.47
lttbsc4r1_sp38,isolated,336.48,166.07,0.51,0.5,90,0,0
lttbsc4r1_sp39,Lamonte,337.76,167.27,0,0,0,0.93,0.45
lttbsc4r1_sp4,connected,309.51,208.69,0.89,0.6,0,2.27,0.52
lttbsc4r1_sp40,Lamonte,358.17,179.34,0,0,0,2.94,0.67
lttbsc4r1_sp41,Lamonte,352.88,183.7,0,0,0,4.09,0.66
lttbsc4r1_sp42,Lamonte,361.67,177.69,0,0,0,2.9,0.6
lttbsc4r1_sp43,Lamonte,363.08,173.64,0,0,0,2.14,0.47
lttbsc4r1_sp44,Lamonte,352.49,159.82,0,0,0,3.96,0.52
lttbsc4r1_sp45,Lamonte,356.74,157.18,0,0,0,6.91,0.63
lttbsc4r1_sp46,Lamonte,361.95,159.1,0,0,0,1.2,0.42
lttbsc4r1_sp47,isolated,353.5,162.28,0.67,0.66,90,0,0
lttbsc4r1_sp48,Lamonte,346.83,155.63,0,0,0,3.66,0.57
lttbsc4r1_sp49,connected,340.76,153.65,0.75,0.71,0,8.37,0.62
lttbsc4r1_sp5,connected,314.97,216.52,0.67,0.54,0,2.79,0.32
lttbsc4r1_sp50,Lamonte,343.09,162.23,0,0,0,1.05,0.53
lttbsc4r1_sp51,isolated,336.58,153.22,0.74,0.53,57.92,0,0
lttbsc4r1_sp52,Lamonte,334.24,151.29,0,0,0,3.02,0.32
lttbsc4r1_sp53,Lamonte,334.85,155.14,0,0,0,1.84,0.45
lttbsc4r1_sp54,Lamonte,331.6,156.55,0,0,0,4.38,0.37
lttbsc4r1_sp55,Lamonte,328.58,162.39,0,0,0,1.81,0.56
lttbsc4r1_sp56,isolated,334.08,158.13,0.64,0.41,90,0,0
lttbsc4r1_sp57,Lamonte,334.22,160.97,0,0,0,2.76,0.49
lttbsc4r1_sp58,isolated,331.3,162,0.52,0.4,90,0,0
lttbsc4r1_sp59,connected,335.58,161.38,0.54,0.38,0,3.79,0.36
lttbsc4r1_sp6,connected,316.84,212.47,0.96,0.68,90,5.91,0.6
lttbsc4r1_sp60,Lamonte,331.32,158.46,0,0,0,9.82,0.55
lttbsc4r1_sp61,Lamonte,299.24,160.71,0,0,0,4.22,0.47
lttbsc4r1_sp62,Lamonte,309.25,161.2,0,0,0,1.14,0.84
lttbsc4r1_sp63,Lamonte,305.11,156.61,0,0,0,5.81,0.72
lttbsc4r1_sp64,Lamonte,298.64,153.04,0,0,0,5.9,0.62
lttbsc4r1_sp65,Lamonte,306.36,150.82,0,0,0,2.17,0.66
lttbsc4r1_sp66,Lamonte,310.63,150.82,0,0,0,1.12,0.77
lttbsc4r1_sp67,Lamonte,315.05,153.23,0,0,0,1.52,0.48
lttbsc4r1_sp68,Lamonte,330.7,153.84,0,0,0,3.24,0.52
lttbsc4r1_sp69,connected,332.95,148.52,0.78,0.77,0,0.95,0.31
lttbsc4r1_sp7,connected,325.08,212.81,0.3,0.28,90,11.64,0.74
lttbsc4r1_sp70,Lamonte,339.81,149.85,0,0,0,1.87,0.26
lttbsc4r1_sp71,isolated,348.44,140.26,0.54,0.5,90,0,0
lttbsc4r1_sp72,Lamonte,348.05,144.43,0,0,0,4.58,0.74
lttbsc4r1_sp73,Lamonte,338.27,146.38,0,0,0,3.23,0.45
lttbsc4r1_sp74,Lamonte,324.73,142.72,0,0,0,4.48,0.4
lttbsc4r1_sp75,Lamonte,316.67,143.66,0,0,0,6.15,0.48
lttbsc4r1_sp76,Lamonte,319.62,137.89,0,0,0,2.97,0.51
lttbsc4r1_sp77,Lamonte,320.22,140.42,0,0,0,0.96,0.83
lttbsc4r1_sp78,Lamonte,309.81,137.41,0,0,0,3.24,0.61
lttbsc4r1_sp79,isolated,305.5,137.57,0.68,0.4,0,0,0
lttbsc4r1_sp8,Lamonte,320.39,216.49,0,0,0,3.64,0.48
lttbsc4r1_sp80,isolated,303.37,136.96,0.41,0.2,0,0,0
lttbsc4r1_sp81,connected,300.29,137.04,0.39,0.39,0,2.12,0.38
lttbsc4r1_sp82,Lamonte,340.2,144.34,0,0,0,1.61,0.5
lttbsc4r1_sp83,Lamonte,338.21,142.43,0,0,0,2.05,0.35
lttbsc4r1_sp84,isolated,307.98,199.46,0.83,0.56,0,0,0
lttbsc4r1_sp85,isolated,357.19,183.64,0.82,0.58,90,0,0
lttbsc4r1_sp9,Lamonte,330.45,209.05,0,0,0,1.78,0.32
lttbsc4r2_sp1,Lamonte,309.19,126.81,0,0,0,4.66,0.44
lttbsc4r2_sp10,connected,305.68,129.79,0.8,0.69,0,4.07,0.3
lttbsc4r2_sp100,Lamonte,347.16,56.68,0,0,0,1.05,0.28
lttbsc4r2_sp101,Lamonte,348.28,56.36,0,0,0,1.21,0.32
lttbsc4r2_sp102,Lamonte,339.28,66.92,0,0,0,2.46,0.35
lttbsc4r2_sp103,Lamonte,342.6,71.43,0,0,0,2.84,0.5
lttbsc4r2_sp104,Lamonte,345.38,79.46,0,0,0,2.09,0.21
lttbsc4r2_sp105,Lamonte,342.16,83.4,0,0,0,1.42,0.24
lttbsc4r2_sp106,connected,337.36,87.69,0.4,0.29,0,0.8,0.29
lttbsc4r2_sp107,Lamonte,328.67,80.14,0,0,0,1.02,0.37
lttbsc4r2_sp108,Lamonte,334.61,75.82,0,0,0,1.89,0.2
lttbsc4r2_sp109,connected,331.51,73.42,0.48,0.37,0,4.83,0.24
lttbsc4r2_sp11,Lamonte,313.14,117.19,0,0,0,4.87,0.55
lttbsc4r2_sp110,isolated,328.9,69.54,0.78,0.77,90,0,0
lttbsc4r2_sp111,connected,326.81,72.78,0.29,0.21,90,4,0.25
lttbsc4r2_sp112,connected,325.68,70.43,0.52,0.47,0,1.9,0.38
lttbsc4r2_sp113,Lamonte,321.99,76.25,0,0,0,5.61,0.56
lttbsc4r2_sp114,Lamonte,316.17,73.37,0,0,0,3.52,0.27
lttbsc4r2_sp115,Lamonte,315.62,77.18,0,0,0,2.19,0.34
lttbsc4r2_sp116,isolated,310.73,80.39,0.41,0.25,90,0,0
lttbsc4r2_sp117,Lamonte,311.47,80.81,0,0,0,1.73,0.52
lttbsc4r2_sp118,Lamonte,304.93,76.13,0,0,0,4.45,0.58
lttbsc4r2_sp119,Lamonte,305.56,80.84,0,0,0,2.06,0.35
lttbsc4r2_sp12,isolated,318.14,121.2,0.59,0.4,90,0,0
lttbsc4r2_sp120,Lamonte,302.42,81.88,0,0,0,2.7,0.21
lttbsc4r2_sp121,Lamonte,299.71,86.35,0,0,0,0.49,0.3
lttbsc4r2_sp122,Lamonte,299.04,85.86,0,0,0,1.22,0.26
lttbsc4r2_sp123,Lamonte,298.11,84.72,0,0,0,0.65,0.3
lttbsc4r2_sp124,isolated,301.26,85.23,0.53,0.52,0,0,0
lttbsc4r2_sp125,connected,312.89,72.6,0.22,0.18,0,9.37,0.63
lttbsc4r2_sp126,connected,319.6,69.76,0.52,0.42,53.51,2.03,0.44
lttbsc4r2_sp127,connected,315.81,69.38,0.79,0.64,0,8.23,0.52
lttbsc4r2_sp128,Lamonte,320.48,69.36,0,0,0,1.71,0.3
lttbsc4r2_sp129,Lamonte,321.41,69.9,0,0,0,2.06,0.27
lttbsc4r2_sp13,isolated,319.42,122.07,0.75,0.49,90,0,0
lttbsc4r2_sp130,connected,318.3,67.83,0.65,0.59,0,3.19,0.3
lttbsc4r2_sp131,Lamonte,316.35,63.33,0,0,0,2.89,0.88
lttbsc4r2_sp132,connected,320.01,63.13,0.23,0.21,90,6.67,0.41
