Id,Label,X,Y,Long axis,Short axis,Orientation,Length,Width
lttbsc0r1_sp1,isolated,25.45,151.88,0.75,0.7,90,0,0
lttbsc0r1_sp10,isolated,43.43,146.49,0.67,0.59,90,0,0
lttbsc0r1_sp11,Lamonte,48.38,148.31,0,0,0,4.06,0.64
lttbsc0r1_sp12,isolated,46.37,150.15,0.76,0.59,0,0,0
lttbsc0r1_sp13,connected,33.35,149.55,0.56,0.52,0,2.38,0.47
lttbsc0r1_sp14,isolated,26.64,149.46,0.75,0.71,90,0,0
lttbsc0r1_sp15,isolated,28.37,158.34,0.71,0.69,90,0,0
lttbsc0r1_sp16,Lamonte,27.48,147.57,0,0,0,2.07,0.74
lttbsc0r1_sp17,Lamonte,40.08,156.92,0,0,0,3.68,0.95
lttbsc0r1_sp18,Lamonte,36.44,157.58,0,0,0,3.54,0.51
lttbsc0r1_sp2,Lamonte,47.76,179.49,0,0,0,6.96,0.58
lttbsc0r1_sp3,Lamonte,41.07,173.39,0,0,0,4.97,0.46
lttbsc0r1_sp4,connected,48.03,166.81,0.36,0.3,90,1.55,0.46
lttbsc0r1_sp5,Lamonte,47.13,154.15,0,0,0,1.7,0.62
lttbsc0r1_sp6,Lamonte,44.21,153.16,0,0,0,1.58,0.79
lttbsc0r1_sp7,Lamonte,43.71,151.32,0,0,0,2.8,0.7
lttbsc0r1_sp8,connected,38.51,143.34,0.79,0.75,90,3.52,0.81
lttbsc0r1_sp9,isolated,41.28,146.1,0.73,0.55,90,0,0
lttbsc0r2_sp1,connected,10.98,129.57,0.72,0.69,0,4.63,0.67
lttbsc0r2_sp10,isolated,49.38,125.18,1.23,0.54,112.22,0,0
lttbsc0r2_sp11,connected,51.32,107.55,1.14,0.71,150.54,12.34,0.71
lttbsc0r2_sp12,connected,37,102.62,0.67,0.47,20.11,14.14,0.53
lttbsc0r2_sp13,Lamonte,48.36,99.38,0,0,0,3.64,0.73
lttbsc0r2_sp14,Lamonte,51.65,90.62,0,0,0,2.25,0.59
lttbsc0r2_sp15,Lamonte,43.36,73.77,0,0,0,11.02,0.7
lttbsc0r2_sp16,connected,50.56,73.13,0.65,0.52,90,5.22,0.72
lttbsc0r2_sp17,connected,51.43,68.56,1.37,0.62,0,1.53,0.7
lttbsc0r2_sp18,Lamonte,49.11,74.51,0,0,0,3.41,0.67
lttbsc0r2_sp19,connected,44.39,84.38,1.04,0.61,0,6.7,0.7
lttbsc0r2_sp2,Lamonte,37.79,125.24,0,0,0,3.68,0.65
lttbsc0r2_sp20,connected,45.85,79.39,1.19,0.78,29.72,4.46,1.06
lttbsc0r2_sp21,Lamonte,35.83,81.11,0,0,0,2.9,0.62
lttbsc0r2_sp22,connected,35.85,73.73,0.68,0.45,67.51,5.63,0.49
lttbsc0r2_sp23,connected,46.13,76.04,0.72,0.29,90,4.1,0.41
lttbsc0r2_sp24,Lamonte,37.09,84.46,0,0,0,5.53,0.74
lttbsc0r2_sp25,Lamonte,36.68,87.14,0,0,0,4.81,0.65
lttbsc0r2_sp26,Lamonte,33.44,91.61,0,0,0,4,0.54
lttbsc0r2_sp27,Lamonte,35.19,90.91,0,0,0,3.07,0.63
lttbsc0r2_sp28,isolated,42.81,88.16,0.97,0.58,64.87,0,0
lttbsc0r2_sp29,isolated,34.53,87.2,1.05,0.78,0,0,0
lttbsc0r2_sp3,connected,35.52,122.05,1.08,1.05,0,13.15,0.84
lttbsc0r2_sp30,Lamonte,35.7,93.56,0,0,0,8.51,0.82
lttbsc0r2_sp31,connected,27.65,93.27,0.82,0.38,90,3.53,0.68
lttbsc0r2_sp32,Lamonte,22.12,96.17,0,0,0,16.79,0.76
lttbsc0r2_sp33,connected,28.04,98.79,1.17,0.88,0,7.29,0.62
lttbsc0r2_sp34,Lamonte,30.42,104.23,0,0,0,8.86,0.58
lttbsc0r2_sp35,isolated,24.43,89.45,1.18,0.82,90,0,0
lttbsc0r2_sp36,Lamonte,12.4,101.84,0,0,0,4.68,0.51
lttbsc0r2_sp37,Lamonte,11.76,99.58,0,0,0,3.46,0.51
lttbsc0r2_sp38,Lamonte,10.46,97.66,0,0,0,2.14,0.51
lttbsc0r2_sp39,Lamonte,1.02,98.92,0,0,0,8.42,0.57
lttbsc0r2_sp4,connected,45.4,118.16,0.85,0.79,0,3.16,0.84
lttbsc0r2_sp40,Lamonte,3.9,101.58,0,0,0,3.87,0.61
lttbsc0r2_sp41,isolated,16.53,110.65,0.94,0.83,0,0,0
lttbsc0r2_sp42,isolated,28.26,114.29,0.87,0.68,42.66,0,0
lttbsc0r2_sp43,connected,29.18,119.94,0.31,0.29,90,3.38,0.7
lttbsc0r2_sp44,isolated,41.64,107.15,1.02,0.58,90,0,0
lttbsc0r2_sp45,connected,26.33,112.39,1.28,1.14,0,1.83,0.65
lttbsc0r2_sp47,isolated,48.99,76.33,0.58,0.4,117.74,0,0
lttbsc0r2_sp5,Lamonte,49.51,116.28,0,0,0,9.77,0.84
lttbsc0r2_sp6,Lamonte,41.73,109.68,0,0,0,6.16,0.67
lttbsc0r2_sp7,isolated,49.2,131.94,1.03,0.89,28.3,0,0
lttbsc0r2_sp8,Lamonte,42.17,134.64,0,0,0,5.27,0.82
lttbsc0r2_sp9,connected,50.95,129.32,1.08,0.71,0,1.83,0.65
lttbsc1r1_s30,isolated,103.54,163.88,0.84,0.51,90,0,0
lttbsc1r1_sp1,isolated,111.63,206.7,0.88,0.62,0,0,0
lttbsc1r1_sp10,connected,112.57,146.35,0.86,0.84,90,3.99,0.83
lttbsc1r1_sp11,Lamonte,109.64,142.65,0,0,0,3,0.63
lttbsc1r1_sp12,Lamonte,107.25,146.15,0,0,0,7.84,1.14
lttbsc1r1_sp13,isolated,114.54,155.91,0.71,0.58,0,0,0
lttbsc1r1_sp14,Lamonte,109.91,169.89,0,0,0,1.21,0.64
lttbsc1r1_sp15,connected,116.68,173.86,0.95,0.69,90,1.9,1.04
lttbsc1r1_sp16,isolated,114.28,182.25,0.93,0.78,90,0,0
lttbsc1r1_sp17,Lamonte,120.15,182.14,0,0,0,3.97,0.65
lttbsc1r1_sp18,isolated,121.3,190.18,1.27,1.03,90,0,0
lttbsc1r1_sp19,connected,94.17,186.01,0.96,0.72,0,3.86,0.88
lttbsc1r1_sp2,isolated,129.37,204.07,0.58,0.5,0,0,0
lttbsc1r1_sp20,isolated,96.67,181.78,1.14,0.64,90,0,0
lttbsc1r1_sp21,Lamonte,101.24,186.05,0,0,0,2.12,0.49
lttbsc1r1_sp22,Lamonte,99.84,181,0,0,0,3.68,0.75
lttbsc1r1_sp23,Lamonte,106.32,186.45,0,0,0,1.98,0.62
lttbsc1r1_sp24,Lamonte,106.3,184.11,0,0,0,2.6,0.63
lttbsc1r1_sp25,Lamonte,106.77,179.69,0,0,0,9.06,0.55
lttbsc1r1_sp26,isolated,99.93,171.8,1.02,0.89,90,0,0
lttbsc1r1_sp27,isolated,97.18,169.82,0.88,0.64,0,0,0
lttbsc1r1_sp28,Lamonte,99.68,167.35,0,0,0,1.61,0.38
lttbsc1r1_sp29,connected,93.61,162.69,0.54,0.52,0,5.68,0.61
lttbsc1r1_sp3,connected,116.71,208.04,0.54,0.5,0,1.44,0.46
lttbsc1r1_sp31,isolated,104.19,161.68,0.61,0.37,90,0,0
lttbsc1r1_sp32,isolated,101.94,143.41,0.97,0.72,90,0,0
lttbsc1r1_sp33,Lamonte,93.02,150.59,0,0,0,4.96,0.72
lttbsc1r1_sp34,connected,83.92,146.11,1.13,0.48,0,5.38,0.99
lttbsc1r1_sp35,connected,92.25,178.21,0.5,0.48,90,2.8,0.45
lttbsc1r1_sp36,isolated,92.01,190.39,0.87,0.62,0,0,0
lttbsc1r1_sp37,isolated,93.72,188.51,0.64,0.58,0,0,0
lttbsc1r1_sp38,isolated,96.42,194.39,1.11,0.69,0,0,0
lttbsc1r1_sp39,isolated,92.54,201.82,0.9,0.69,0,0,0
lttbsc1r1_sp4,isolated,115.26,201.57,0.94,0.73,90,0,0
lttbsc1r1_sp40,isolated,94.41,201.7,0.88,0.59,90,0,0
lttbsc1r1_sp41,connected,93.23,169.89,0.62,0.34,90,2.85,0.57
lttbsc1r1_sp42,Lamonte,85.76,156.25,0,0,0,2.56,0.38
lttbsc1r1_sp43,Lamonte,86.81,141.77,0,0,0,3.13,0.47
lttbsc1r1_sp44,isolated,84.81,137.16,0.94,0.5,90,0,0
lttbsc1r1_sp45,isolated,81.89,146.88,0.84,0.69,90,0,0
lttbsc1r1_sp46,isolated,79.07,149.8,0.79,0.47,90,0,0
lttbsc1r1_sp47,isolated,76.8,150.55,0.75,0.56,27.98,0,0
lttbsc1r1_sp48,connected,87.26,163.04,0.73,0.51,0,2.45,0.61
lttbsc1r1_sp49,isolated,74.52,173.9,1.1,0.55,90,0,0
lttbsc1r1_sp5,isolated,108.77,202.03,0.76,0.53,0,0,0
lttbsc1r1_sp50,isolated,78.26,177.39,0.7,0.69,90,0,0
lttbsc1r1_sp51,isolated,80.17,187.43,0.78,0.64,90,0,0
lttbsc1r1_sp52,Lamonte,81.83,170.93,0,0,0,1.23,0.55
lttbsc1r1_sp53,Lamonte,71.36,146.34,0,0,0,2.94,0.82
lttbsc1r1_sp54,Lamonte,64.2,138.43,0,0,0,2.91,0.59
lttbsc1r1_sp55,connected,63.83,143.54,0.6,0.39,0,3.4,0.46
lttbsc1r1_sp56,connected,71.81,154.76,0.84,0.66,0,4.59,0.84
lttbsc1r1_sp57,isolated,73.77,160.89,0.98,0.76,90,0,0
lttbsc1r1_sp58,connected,75.15,181.38,0.6,0.47,0,4.68,0.67
lttbsc1r1_sp59,Lamonte,70.52,191.2,0,0,0,5.17,0.77
lttbsc1r1_sp6,isolated,132.79,190.93,0.9,0.73,90,0,0
lttbsc1r1_sp60,isolated,68.63,172.58,0.62,0.61,90,0,0
lttbsc1r1_sp61,connected,77.83,147.4,0.72,0.59,125.13,3.51,0.56
lttbsc1r1_sp62,connected,65.05,160.42,0.93,0.49,49.43,2.73,0.69
lttbsc1r1_sp63,Lamonte,68.63,138.4,0,0,0,2.43,0.68
lttbsc1r1_sp64,connected,96.56,160.82,0.77,0.61,90,2.79,0.33
lttbsc1r1_sp7,connected,131.13,181.83,0.7,0.59,90,3.18,0.8
lttbsc1r1_sp8,isolated,130.44,162.94,0.9,0.73,90,0,0
lttbsc1r1_sp9,Lamonte,128.93,147.81,0,0,0,3.69,0.82
lttbsc1r2_sp1,Lamonte,127.76,129.66,0,0,0,3.4,0.5
lttbsc1r2_sp10,connected,119.31,129.47,0.59,0.45,0,4.02,0.5
lttbsc1r2_sp100,isolated,71.1,97.03,0.7,0.58,0,0,0
lttbsc1r2_sp101,Lamonte,68.19,108.16,0,0,0,4.19,0.68
lttbsc1r2_sp102,Lamonte,62.81,106.35,0,0,127.12,4.15,0.63
lttbsc1r2_sp103,connected,55.19,103.09,1.43,0.83,0,2.65,0.78
lttbsc1r2_sp104,isolated,55.78,104.38,1.26,1,0,0,0
lttbsc1r2_sp105,connected,56.83,113.28,0.78,0.69,0,8.79,0.48
lttbsc1r2_sp106,connected,64.28,104.15,1.3,0.6,18.33,3.24,0.76
lttbsc1r2_sp107,isolated,59.95,109.41,0.95,0.66,0,0,0
lttbsc1r2_sp108,connected,61.13,112.4,0.86,0.64,90,8.06,0.83
lttbsc1r2_sp109,connected,59.05,117.65,0.62,0.35,90,1.43,0.63
lttbsc1r2_sp11,Lamonte,123.37,107.49,0,0,0,4.36,0.7
lttbsc1r2_sp110,isolated,59.85,100.04,0.77,0.77,0,0,0
lttbsc1r2_sp111,isolated,59.11,102.38,0.77,0.72,0,0,0
lttbsc1r2_sp112,isolated,61.84,135.21,1.13,0.53,0,0,0
lttbsc1r2_sp113,Lamonte,61,132.26,0,0,0,3.53,0.62
lttbsc1r2_sp114,Lamonte,55.44,133.73,0,0,0,5.02,0.49
lttbsc1r2_sp115,Lamonte,55.38,128.68,0,0,0,2.81,0.62
lttbsc1r2_sp116,Lamonte,62.53,126.07,0,0,0,4.6,0.6
lttbsc1r2_sp117,Lamonte,62.18,128.93,0,0,0,9.24,0.68
lttbsc1r2_sp118,Lamonte,75.48,127.05,0,0,0,2.62,0.68
lttbsc1r2_sp119,Lamonte,78.73,131.89,0,0,0,5.39,0.69
lttbsc1r2_sp12,Lamonte,126.47,106.85,0,0,0,1.62,0.44
lttbsc1r2_sp120,connected,83.49,127.21,0.95,0.62,57.74,7.75,0.78
lttbsc1r2_sp121,Lamonte,76.38,120.71,0,0,0,3.68,0.69
lttbsc1r2_sp122,connected,65.51,128.72,0.99,0.69,117.51,0.75,0.71
lttbsc1r2_sp123,Lamonte,96.28,122.95,0,0,0,17.54,0.63
lttbsc1r2_sp124,isolated,80.16,106.82,1,0.83,90,0,0
lttbsc1r2_sp125,Lamonte,77.1,108.55,0,0,0,2.34,0.59
lttbsc1r2_sp126,Lamonte,80.08,133.28,0,0,0,3.5,0.77
lttbsc1r2_sp127,connected,89.79,135.03,0.75,0.59,90,4.03,0.61
lttbsc1r2_sp128,connected,86.99,129.44,0.44,0.39,90,3.2,0.51
lttbsc1r2_sp129,Lamonte,87.81,130.8,0,0,0,1.18,0.54
lttbsc1r2_sp13,Lamonte,123.84,104.98,0,0,0,1.87,0.57
lttbsc1r2_sp130,connected,93.02,129.59,0.6,0.51,90,1.76,0.64
lttbsc1r2_sp131,connected,88.99,127.29,0.5,0.34,0,1.91,0.45
lttbsc1r2_sp132,isolated,92.85,108.91,0.66,0.64,0,0,0
lttbsc1r2_sp134,Lamonte,77.08,125.34,0,0,0,2.61,0.64
lttbsc1r2_sp135,Lamonte,96.77,91.5,0,0,0,7.17,0.65
lttbsc1r2_sp136,Lamonte,95.13,68.49,0,0,0,2.08,0.71
lttbsc1r2_sp137,Lamonte,120.03,70.52,0,0,0,4.13,0.83
lttbsc1r2_sp138,Lamonte,115.96,63.06,0,0,0,2.8,0.5
lttbsc1r2_sp14,Lamonte,115.4,106.25,0,0,0,5.49,0.54
lttbsc1r2_sp15,isolated,122.83,100.58,1.13,0.73,0,0,0
lttbsc1r2_sp16,connected,124.56,100.56,0.94,0.7,0,5.86,0.6
lttbsc1r2_sp17,isolated,126.16,93.76,0.9,0.85,0,0,0
lttbsc1r2_sp18,Lamonte,124.83,92.71,0,0,0,5.56,0.6
lttbsc1r2_sp19,Lamonte,134.41,94.17,0,0,0,12.89,1.12
lttbsc1r2_sp2,connected,117.88,114.35,0.67,0.49,90,5.89,0.67
lttbsc1r2_sp20,Lamonte,129.16,106.45,0,0,0,3.68,0.71
lttbsc1r2_sp21,connected,130.77,116.45,0.78,0.72,90,2.71,0.75
lttbsc1r2_sp22,Lamonte,127.95,101.92,0,0,0,3.76,0.87
lttbsc1r2_sp23,Lamonte,130.61,106.69,0,0,0,6.1,0.97
lttbsc1r2_sp24,Lamonte,133.5,86.44,0,0,0,3.02,0.49
lttbsc1r2_sp25,Lamonte,118.03,95.01,0,0,0,5.05,0.57
lttbsc1r2_sp26,Lamonte,123.6,92.62,0,0,0,2.76,0.73
lttbsc1r2_sp27,Lamonte,124.51,90.82,0,0,0,3.85,0.52
lttbsc1r2_sp28,Lamonte,122.71,93.32,0,0,0,2.49,0.56
lttbsc1r2_sp29,Lamonte,120.34,95.99,0,0,0,2.59,0.66
lttbsc1r2_sp3,Lamonte,124.05,115.68,0,0,0,5.38,0.72
lttbsc1r2_sp30,connected,127.75,88.93,1.07,0.73,90,3.63,0.59
lttbsc1r2_sp31,Lamonte,123.82,88.3,0,0,0,4.12,0.99
lttbsc1r2_sp32,connected,128.32,74.83,1.03,0.51,0,4.23,0.69
lttbsc1r2_sp33,Lamonte,132.05,70.61,0,0,0,5.95,0.75
lttbsc1r2_sp34,Lamonte,130.46,62.97,0,0,0,3.98,0.6
lttbsc1r2_sp35,Lamonte,120.93,133.36,0,0,0,10.07,0.81
lttbsc1r2_sp36,Lamonte,113.93,114.62,0,0,0,4.65,0.49
lttbsc1r2_sp37,isolated,109.09,87.03,0.96,0.91,90,0,0
lttbsc1r2_sp38,connected,118.63,82.86,0.93,0.49,21.93,1.33,0.63
lttbsc1r2_sp39,Lamonte,98.21,85.24,0,0,0,10.66,0.81
lttbsc1r2_sp4,connected,123.86,113.89,0.47,0.35,49.5,4.24,0.63
lttbsc1r2_sp40,Lamonte,109.25,74.23,0,0,0,12.05,0.84
lttbsc1r2_sp41,Lamonte,114.17,133.55,0,0,0,1.4,0.3
lttbsc1r2_sp42,connected,110.7,121.72,0.96,0.71,90,5.99,0.67
lttbsc1r2_sp43,connected,106.32,122.36,0.85,0.4,90,2.83,0.84
lttbsc1r2_sp44,isolated,111.13,114.63,0.75,0.54,0,0,0
lttbsc1r2_sp45,isolated,122,118.55,0.71,0.54,90,0,0
lttbsc1r2_sp46,connected,107.57,118.27,0.91,0.6,0,3.21,0.55
lttbsc1r2_sp47,Lamonte,109.97,113.59,0,0,0,1.21,0.49
lttbsc1r2_sp48,connected,106.9,110.73,1.05,0.37,61.48,6.47,0.47
lttbsc1r2_sp49,connected,103.98,128.65,0.53,0.39,35.65,1.44,0.55
lttbsc1r2_sp5,connected,134.19,114.27,0.75,0.47,90,10.14,0.67
lttbsc1r2_sp50,Lamonte,96.47,108.37,0,0,0,10.2,0.68
lttbsc1r2_sp51,connected,115.52,118.32,0.89,0.58,152.39,2.52,0.68
lttbsc1r2_sp52,Lamonte,106.35,89.41,0,0,0,3.19,0.7
lttbsc1r2_sp53,Lamonte,101.02,64.15,0,0,0,1.8,0.53
lttbsc1r2_sp54,isolated,109.24,68.06,0.82,0.75,0,0,0
lttbsc1r2_sp55,Lamonte,94.37,78.19,0,0,0,3.36,0.65
lttbsc1r2_sp56,isolated,92.12,77.39,0.79,0.73,0,0,0
lttbsc1r2_sp57,connected,94.66,79.95,0.91,0.64,90,2.64,0.58
lttbsc1r2_sp58,connected,79.4,81.53,1.03,0.78,0,9.53,0.86
lttbsc1r2_sp59,connected,95.91,91.23,0.76,0.4,0,17.93,0.82
lttbsc1r2_sp6,connected,117.89,109.36,0.8,0.52,0,5.5,0.57
lttbsc1r2_sp60,connected,95.83,95.47,0.5,0.47,0,22.62,0.56
lttbsc1r2_sp61,connected,86.24,68.44,1.42,0.8,29.54,6.82,0.98
lttbsc1r2_sp62,connected,84.08,59.41,0.84,0.45,32.2,12.18,0.8
lttbsc1r2_sp63,connected,82.88,59.6,0.75,0.55,128.96,5.48,0.51
lttbsc1r2_sp64,connected,74.07,57.75,0.73,0.46,32.9,2.64,0.71
lttbsc1r2_sp65,isolated,72.92,58.98,1,0.73,60.16,0,0
lttbsc1r2_sp66,isolated,75.07,58.93,1.08,0.63,62.72,0,0
lttbsc1r2_sp67,isolated,80.05,59.48,0.81,0.74,90,0,0
lttbsc1r2_sp68,isolated,76.71,60.29,0.79,0.7,90,0,0
lttbsc1r2_sp69,isolated,74.8,60.13,0.89,0.72,90,0,0
lttbsc1r2_sp7,Lamonte,118.13,106.81,0,0,0,2.5,0.59
lttbsc1r2_sp70,connected,92.2,75.64,0.9,0.66,0,10.4,0.72
lttbsc1r2_sp71,isolated,85.14,71.97,0.6,0.48,90,0,0
lttbsc1r2_sp72,Lamonte,83.53,72.53,0,0,0,7.39,0.41
lttbsc1r2_sp73,Lamonte,80.17,72.84,0,0,0,9.85,0.77
lttbsc1r2_sp74,connected,76.74,72.73,0.75,0.45,129.71,3.35,0.43
lttbsc1r2_sp75,connected,65.34,74.07,1.05,0.68,122.1,4.66,0.61
lttbsc1r2_sp76,connected,68.48,69.57,0.65,0.58,90,4.9,0.64
lttbsc1r2_sp77,Lamonte,61.72,66.32,0,0,0,2.99,0.69
lttbsc1r2_sp78,Lamonte,60.21,65.8,0,0,0,6.9,0.51
lttbsc1r2_sp79,Lamonte,62.27,63.59,0,0,0,1.55,0.5
lttbsc1r2_sp8,connected,112.53,112.5,0.95,0.6,0,5.83,0.63
lttbsc1r2_sp80,connected,62.79,69.83,0.53,0.3,72.98,9.96,0.62
lttbsc1r2_sp81,Lamonte,125.36,66.34,0,0,0,4.16,0.7
lttbsc1r2_sp82,connected,58.35,78.75,0.94,0.56,0,8.65,0.67
lttbsc1r2_sp83,Lamonte,77.29,80.1,0,0,0,8.56,0.53
lttbsc1r2_sp84,isolated,85.57,84.73,0.95,0.36,62.43,0,0
lttbsc1r2_sp85,connected,68.13,90.09,1.24,0.76,90,6.37,0.6
lttbsc1r2_sp86,Lamonte,72.37,82.51,0,0,0,8.4,0.63
lttbsc1r2_sp87,connected,73.25,87.35,1.01,0.78,0,6.39,0.66
lttbsc1r2_sp88,connected,67.93,92.37,0.88,0.67,0,7.39,0.72
lttbsc1r2_sp89,connected,61.84,94.36,0.86,0.68,90,3.36,0.67
lttbsc1r2_sp9,Lamonte,125.24,119.77,0,0,0,4.36,0.39
lttbsc1r2_sp90,isolated,62.45,90.63,0.8,0.64,0,0,0
lttbsc1r2_sp91,connected,56.58,90.37,0.71,0.55,0,7.94,0.49
lttbsc1r2_sp92,connected,56.35,89.25,0.86,0.64,90,3.58,0.57
lttbsc1r2_sp93,isolated,59.75,95.25,0.76,0.76,0,0,0
lttbsc1r2_sp94,isolated,60.59,95.86,1.1,0.74,114.91,0,0
lttbsc1r2_sp95,connected,69.07,102.81,0.99,0.43,151.28,4.01,0.88
lttbsc1r2_sp96,connected,64.55,98.31,0.58,0.31,0,5.67,0.52
lttbsc1r2_sp97,isolated,84.9,93.72,1.09,0.82,0,0,0
lttbsc1r2_sp98,connected,77,92.43,0.55,0.48,0,5.42,0.46
lttbsc1r2_sp99,connected,75.21,90.78,0.75,0.6,145.17,3.21,0.59
lttbsc1r3_sp1,Lamonte,88.79,51.25,0,0,0,7.56,0.65
lttbsc1r3_sp2,Lamonte,119.25,50.99,0,0,0,6.7,0.47
lttbsc2r0_sp1,isolated,161.27,223.94,0.56,0.51,90,0,0
lttbsc2r0_sp10,isolated,178.24,223.38,0.67,0.34,90,0,0
lttbsc2r0_sp11,Lamonte,183.3,228.01,0,0,0,2.99,0.64
lttbsc2r0_sp12,Lamonte,188.35,228.73,0,0,0,1.79,0.45
lttbsc2r0_sp13,connected,194.15,225.63,0.57,0.42,0,5.21,0.5
lttbsc2r0_sp14,Lamonte,195.66,224.46,0,0,0,5.02,0.51
lttbsc2r0_sp15,Lamonte,195.81,233.58,0,0,0,2.4,0.77
lttbsc2r0_sp16,Lamonte,212.63,235,0,0,0,9.27,0.51
lttbsc2r0_sp17,connected,204,232.64,1.19,0.33,90,1.94,0.62
lttbsc2r0_sp18,Lamonte,210.28,224.12,0,0,0,1.66,0.56
lttbsc2r0_sp19,Lamonte,208.46,222.43,0,0,0,1.43,0.61
lttbsc2r0_sp2,Lamonte,162.64,224.02,0,0,0,3.78,0.44
lttbsc2r0_sp20,connected,215.63,219.26,1.19,0.55,29.19,2.59,0.95
lttbsc2r0_sp21,connected,214.38,219.9,0.74,0.62,90,1.06,0.7
lttbsc2r0_sp22,isolated,212.08,245.66,0.94,0.52,90,0,0
lttbsc2r0_sp23,Lamonte,194.5,234.74,0,0,0,2.26,0.56
lttbsc2r0_sp24,connected,202.77,239.3,0.73,0.48,158.51,3.93,0.53
lttbsc2r0_sp3,isolated,158.06,226.49,0.98,0.58,0,0,0
lttbsc2r0_sp4,connected,186.49,223.52,0.97,0.86,0,3.03,0.8
lttbsc2r0_sp5,connected,170.6,221.84,0.49,0.29,90,4.8,0.43
lttbsc2r0_sp6,isolated,172.06,220.51,0.5,0.4,0,0,0
lttbsc2r0_sp7,Lamonte,171.18,220.71,0,0,0,4.17,0.53
lttbsc2r0_sp8,connected,177.06,224.93,0.57,0.3,90,1.63,0.62
lttbsc2r0_sp9,Lamonte,182.1,223.88,0,0,0,4.68,0.72
lttbsc2r1_sp1,connected,141.28,209.85,0.47,0.43,90,2.79,0.49
lttbsc2r1_sp10,Lamonte,147.65,208.8,0,0,0,8.94,0.76
lttbsc2r1_sp100,connected,204.08,143.18,0.88,0.63,90,2.85,0.51
lttbsc2r1_sp101,isolated,149.23,150.39,1.17,0.94,90,0,0
lttbsc2r1_sp102,isolated,151.83,150.83,1.33,1.03,90,0,0
lttbsc2r1_sp103,Lamonte,162.82,168.91,0,0,0,7.93,0.4
lttbsc2r1_sp104,isolated,157.16,206.07,0.9,0.65,90,0,0
lttbsc2r1_sp11,connected,155.13,213.91,1.1,0.96,90,4.92,0.67
lttbsc2r1_sp12,Lamonte,156.24,214.77,0,0,0,3.96,0.79
lttbsc2r1_sp13,Lamonte,156.12,205.3,0,0,0,4.18,0.5
lttbsc2r1_sp14,Lamonte,159.55,208.47,0,0,0,3.26,0.71
lttbsc2r1_sp15,connected,183.88,204.52,0.78,0.64,0,22.39,0.69
lttbsc2r1_sp16,Lamonte,179.51,211.08,0,0,0,16.24,0.55
lttbsc2r1_sp17,isolated,184.4,205.75,0.72,0.53,0,0,0
lttbsc2r1_sp18,connected,185.77,207.01,0.42,0.37,0,3.36,0.48
lttbsc2r1_sp19,connected,181.89,213.79,0.45,0.4,90,3.19,0.54
lttbsc2r1_sp2,Lamonte,141.37,208.68,0,0,0,1.76,0.41
lttbsc2r1_sp20,connected,189.3,206.48,0.6,0.4,23.79,3.32,0.44
lttbsc2r1_sp21,connected,188.13,205.22,0.94,0.84,90,5.13,0.49
lttbsc2r1_sp22,connected,190.21,206.5,0.95,0.53,0,5.35,0.57
lttbsc2r1_sp23,Lamonte,189.19,202.53,0,0,0,4.61,0.61
lttbsc2r1_sp24,connected,190.2,198.9,0.88,0.78,90,8.27,0.62
lttbsc2r1_sp25,connected,212.73,203.03,0.88,0.5,62.1,8.93,0.6
lttbsc2r1_sp26,connected,211.37,208.42,0.59,0.47,90,3.65,0.6
lttbsc2r1_sp27,connected,212.83,213.61,0.75,0.56,90,3.48,0.68
lttbsc2r1_sp28,connected,205.33,215.98,0.79,0.62,90,2.21,0.72
lttbsc2r1_sp29,Lamonte,204.04,199.68,0,0,0,3.15,0.66
lttbsc2r1_sp3,Lamonte,138.26,207.92,0,0,0,4.24,0.59
lttbsc2r1_sp30,Lamonte,213.79,203.69,0,0,0,3.08,0.81
lttbsc2r1_sp31,Lamonte,215.64,198.33,0,0,0,4.22,0.81
lttbsc2r1_sp32,connected,207.86,195.91,1.09,0.57,14.93,2.52,0.48
lttbsc2r1_sp33,Lamonte,205.4,197.97,0,0,0,4.48,0.62
lttbsc2r1_sp34,Lamonte,196.19,193.26,0,0,0,8.84,0.65
lttbsc2r1_sp35,Lamonte,193.84,188.06,0,0,0,3.8,0.7
lttbsc2r1_sp36,Lamonte,191.86,191.68,0,0,0,1.69,0.66
lttbsc2r1_sp37,connected,188.43,198.45,0.59,0.5,0,1.68,0.51
lttbsc2r1_sp38,isolated,185.51,192.43,1.36,0.71,78.67,0,0
lttbsc2r1_sp39,Lamonte,185.84,198.29,0,0,0,2.55,0.69
lttbsc2r1_sp4,connected,143.66,210.41,0.92,0.49,51.44,3.8,0.5
lttbsc2r1_sp40,Lamonte,185.16,198.5,0,0,0,2.61,0.6
lttbsc2r1_sp42,Lamonte,179.82,191.55,0,0,0,3.18,0.55
lttbsc2r1_sp43,Lamonte,180.71,190.13,0,0,0,3.73,0.63
lttbsc2r1_sp44,connected,186.71,200.38,0.76,0.63,0,17.52,0.7
lttbsc2r1_sp45,connected,168.5,204.39,0.89,0.75,90,10.75,0.67
lttbsc2r1_sp46,connected,164.33,213.66,0.78,0.69,90,4.33,0.88
lttbsc2r1_sp47,connected,164.33,216.15,0.89,0.78,0,2.33,0.57
lttbsc2r1_sp48,Lamonte,164.82,187.01,0,0,0,3.55,0.6
lttbsc2r1_sp49,Lamonte,179.33,183.81,0,0,0,5.15,0.65
lttbsc2r1_sp5,connected,148.48,207.09,0.83,0.73,90,1.63,0.72
